ACTIVITY,TIME,SL,EEG,BP,HR,CIRCLUATION
5,9185.37,38070.2,-3824.79,38,180,2054
0,12630,52820,-5926,88,237,2068
2,5643.51,7600.37,-1810.03,71,104,457
4,6962.55,4067.41,-2288.77,70,101,249
4,9531.34,33631.9,-3472.11,96,176,1922
3,8358.35,12491.7,-2562.73,80,128,693
4,13878.2,147429,-6207.86,171,308,6057
4,17527.8,164837,-7225.25,66,352,6744
0,14794.5,209266,-8057,46,342,8074
0,7384.61,16229,-4154,99,133,887
3,8816.53,17204.1,-2697.13,76,142,844
0,15579.1,99985,-4230,133,309,4069
0,8603.15,53427,-4363,17,192,2964
4,9973.46,26216.1,-3356.88,26,174,1415
0,8052.35,12306,-3127,23,145,688
5,9695.09,22086.6,-3921.21,43,176,1313
3,12110.4,75393.7,-4.60E+03,21,249,3630
3,15168.5,116890,-5.87E+03,65,271,4426
2,10381,30065.1,-1.65E+03,33,234,1581
0,9173.53,41268,-5112,41,197,2122
4,7738.23,26613.6,-3038.22,91,156,1521
0,17907,164425,-12973,323,422,5539
3,8466.28,25565,-3181.32,34,157,1519
4,12480.6,29013.8,-3956.41,64,214,1469
4,6874.98,14317.5,-2524.35,84,120,809
3,10185.5,29595.2,-1.19E+03,28,166,1111
4,10443.6,51952.1,-2.77E+03,36,188,2599
4,9943.22,26310.2,-3344.63,39,174,1415
5,7417.38,19164.1,-3.25E+03,9,119,973
3,9420.11,25888.3,-133.652,85,157,1519
0,41892.4,1088640,-21648,171,897,27204
4,4231.95,2732.69,-1011,42,54,204
2,6766.47,5356.74,-1.90E+03,9,79,292
4,4756.19,2975.76,-1311.22,47,67,224
2,18749.2,145798,-6.00E+03,74,449,5537
4,8156.65,9634.01,-2846.78,26,138,554
2,6614.38,5200.41,-1.82E+03,8,79,292
1,11835,16419.3,-3.29E+03,45,145,519
1,5317.98,4235.72,-1.76E+03,13,88,292
5,15654.6,49546.9,-4792.65,75,273,2061
4,10645.3,39822,-3972.91,22,193,2118
0,31080.7,888006,-20637,103,700,26711
3,9815.82,10425.8,-1.81E+03,34,154,587
2,2363.5,49.5836,-5.15E+02,8,33,5
3,12063.8,78713.2,-6.42E+03,38,272,3539
2,3865.35,2197.4,-1095.95,20,54,165
4,13362.1,142469,-6406.95,159,308,6057
3,19068.1,199373,-7.93E+03,40,390,7459
4,7904.72,12865.9,-2683.74,15,132,806
4,8377.83,4536.49,-2635.86,37,131,271
4,11455.5,53824.5,-4424.8,111,209,2534
1,6209.99,5244.54,-1.55E+03,24,85,343
0,19065.6,196213,-10291,479,419,7105
4,22962.9,255715,2.29E+04,90,540,8870
0,15039.6,111130,-9398,53,310,4066
0,30143.4,876210,-19987,134,775,23367
4,13303.9,45790,-5835.18,46,273,2061
0,5865.35,5920,-2260,38,100,422
3,4293.3,1940.16,-1040.06,5,63,166
4,5020.4,3881.18,-1.47E+03,15,79,292
0,6272.35,5774,-1963,62,89,399
4,9147.92,11692.6,-3087.77,45,156,654
4,5897.08,11336.8,-1953.91,25,102,764
5,12242.5,71299.5,-5536.06,47,262,3211
2,12238.4,73366.4,-3.84E+03,26,249,3630
3,10641.6,37628.6,-4199.38,126,205,1751
0,12106.4,42425,-4828,74,200,1634
2,10017.8,10289.7,-2.07E+03,36,154,587
2,9807.26,16724.5,-3861.46,84,172,973
2,5416.6,3455.89,-785.891,49,51,132
0,5921.16,5460,-1488,5,67,339
0,7669.23,7378,-2593,8,128,399
2,4658.68,3038.6,-1193.01,38,71,249
5,13062.6,60759.6,-4619.26,137,237,2672
2,15312.5,117629,-4.51E+03,52,271,4426
5,8439,4673.22,-2534.22,29,131,271
5,24191.1,252677,-7.87E+03,101,537,8350
0,7894.29,10896.3,-1914.34,49,106,553
4,6486,11319.6,-1782.76,21,102,764
3,21526.4,406713,-6.67E+03,64,473,14125
3,10217.5,48375.7,-5.23E+03,17,216,2677
2,6739.9,12088.5,-1831.68,9,105,765
5,8866.98,13455.1,-2469.69,22,132,806
4,14709.5,59547.4,-3.84E+03,65,224,2192
1,5628.76,4794.22,-1.39E+03,20,85,343
2,9876.1,16843.3,-3658.78,78,172,973
2,5239.13,4522,-8.28E+02,23,88,292
3,6435.55,7580.74,-1594.37,54,93,545
0,8989.56,19709,-2626,20,133,973
5,9330.67,16577.8,-3996.61,81,172,973
2,16971.2,163709,-7564.05,74,352,6744
3,15059.1,59382.9,-4.93E+03,35,215,2188
4,12979.5,79815.2,-4.84E+03,61,272,3539
3,10992.1,36421.5,-2.89E+03,26,166,1414
4,11890.9,58748.1,-3.13E+03,55,223,2822
2,13697.2,141006,-5.01E+03,53,315,5844
3,10588,37958.5,-3928.17,99,205,1751
2,20896.9,183386,-7.83E+03,91,449,5537
4,7319.59,8865.56,-1.10E+03,27,102,516
3,13630.1,51088.5,-3.79E+03,35,234,2464
4,9890.03,34363.9,-4483.67,132,208,1691
4,10903.9,18765.8,-1.07E+03,32,168,772
3,4894.01,4154.99,-8.49E+02,11,79,317
0,16412.9,166044,-10104,53,370,6400
3,5899.37,3765.68,-2.57E+03,12,86,205
1,5385.59,4274.58,-1.02E+03,13,88,292
0,18456.5,309079,-10674,339,448,10961
3,8949.34,12374.1,-2678.52,93,136,619
4,8244.48,27901.7,-2859.15,88,156,1521
0,12258.6,68529,-5709,59,268,3290
4,13423.6,143754,-5.77E+03,56,315,5844
3,13585.8,51941.2,-4.74E+03,21,215,2188
3,14413.8,94380.2,-5484.76,42,294,4249
3,9338,52882.1,-4.03E+03,25,188,2599
3,11897.8,49503.4,-6.70E+03,24,215,2188
3,7247.4,14640.3,-2669.29,62,134,970
0,29565.4,539595,-14483,70,570,12042
4,5494.41,1803.61,-1452.9,14,76,147
5,9257.35,37738,-3712.75,41,180,2054
4,14035.6,89880.5,-2.92E+03,32,254,3885
0,16291.8,137971,-8739,241,335,5636
5,11335.2,55949.7,-2.75E+03,52,223,2822
2,7620.85,5443.75,-1.52E+03,16,79,292
4,22481.1,411078,-8.21E+03,62,473,14125
1,11595.2,69659,-5141.39,143,247,3373
4,8668.18,10477,-2754.48,88,139,587
2,5104.13,3105.29,-1163.4,44,71,249
4,13389.5,60743.2,-4.24E+03,45,247,2754
4,21902.3,514783,-11818.6,137,540,18067
0,7195.76,6616,-1917,28,106,344
2,4253.46,1464.42,-915.464,41,52,133
3,6864.24,10503.3,-3.18E+03,15,109,689
3,15823.3,117029,-4.38E+03,52,271,4426
1,11406.8,69209.7,-5206.65,148,247,3373
5,12873.8,73224.7,-5539.43,35,262,3211
0,8143.47,11692,-3968,20,157,691
2,22071.4,409639,-8.82E+03,61,473,14125
2,5114.7,4186.97,-1.10E+03,12,79,317
4,9317.62,36696.1,-4.57E+03,37,196,1997
3,11759.1,69636.2,-5079.75,150,247,3373
3,10500,58334,-4595.76,132,217,2904
2,13703.8,139452,-6.68E+03,43,315,5844
3,10854.3,36858.2,-4066.46,108,205,1751
0,8787.49,29620,-4037,19,173,1575
0,22228.3,150185,-9432,74,387,4254
0,5684.12,875,-937,10,73,64
3,11621.8,110382,-3.50E+03,46,235,4905
5,5685.07,1712.14,-1400.63,23,76,147
3,6034.82,10301.5,-3.06E+03,17,109,689
5,9951.83,12153.2,-2211.2,86,136,619
0,6632.62,11381,-3968,20,135,656
0,5922.96,11214.5,-2188.58,5,105,765
3,4186.54,2012.65,-1065.96,5,63,166
0,20975.1,263877,-11197,51,433,8473
3,9035.99,24760,-2.04E+03,22,166,1111
3,13919.4,56699.7,-4.71E+03,23,215,2188
1,4548.25,2785.72,-1409.37,54,67,224
0,5625.2,6671,-1869,16,94,485
0,11922.4,49981,-5184,52,249,2393
5,9517.11,38138.3,-3790.82,38,180,2054
0,12915.7,123826,-5281,41,249,4519
3,9989.88,10583.6,-2.66E+03,34,154,587
0,8038.5,30345,-4098,25,154,1743
2,9269.93,51766.9,-3.74E+03,29,188,2599
4,8966.5,11176.1,-3159.39,46,156,654
5,9743.45,36045.4,-4.88E+03,46,196,1997
0,23845.4,548665,-11624,106,517,17885
5,13649.7,60699.3,-1.91E+03,53,223,2822
4,12779.2,79470.8,-6.09E+03,48,272,3539
3,2561.42,60.1407,-5.68E+02,6,33,5
0,8740.97,24768,-3954,72,154,1363
3,18355,160555,-9.94E+03,88,388,6290
3,14025.7,94688.6,-5887.14,43,294,4249
4,11172.7,39521.6,-3839.8,68,193,2118
3,5917.08,4993.02,-2.38E+03,9,79,292
0,12579.8,43082,-5709,45,248,1524
0,8745.97,7673,-3097,21,149,459
0,6940.64,7872,-2576,26,97,315
4,4496.85,3986.35,-1410.99,10,72,340
0,10546.7,29354.2,-2719.32,105,145,1066
2,5046.23,3038.34,-1152.23,38,71,249
0,10415.5,14721,-2855,17,188,587
5,9472.19,30190.5,-3358.21,126,171,1747
0,26516.8,883787,-17427,85,647,23781
5,7622.18,7674.75,-9.58E+02,138,109,486
4,11572.4,62254.1,-4.51E+03,45,223,2822
0,8366.23,22832,-4349,25,157,1307
0,9036.87,24938.1,-4256.53,17,177,1313
3,4765.08,2939.87,-1256.89,45,67,224
2,12492.5,73355.4,-4.46E+03,28,249,3630
3,5849.27,4420.27,-7.69E+02,18,79,317
2,5625.71,7587.48,-1889.99,73,104,457
0,11988.4,59211,-5768,27,222,2327
4,11383.6,37936.4,-1.60E+03,37,166,1414
2,12574.6,116422,-3.47E+03,42,235,4905
4,5756.41,11137.8,-1875.06,19,102,764
2,6173.2,5201.75,-2.01E+03,9,79,292
4,12397.7,60918.6,-2.07E+03,54,223,2822
0,23453.1,267384,-10294,275,497,6864
3,22160.1,245987,-1.04E+04,83,537,8350
4,8837.42,27054.1,-2.25E+03,36,156,1364
0,12479.7,68088,-7615,42,260,3137
0,20562,401413,-14289,281,453,12978
0,8930.65,13167,-3287,31,151,769
3,5286.35,3472.95,-817.654,48,51,132
0,11313.2,49866,-7591,42,242,2464
4,20305.8,459228,-1.38E+04,51,483,15505
0,32510.9,827634,-23198,171,886,22314
0,17334.1,218754,-11327,113,421,8088
4,9701.36,34140.3,-3608.73,84,176,1922
4,7486.88,4200.06,-2226.25,69,101,249
3,7144.28,14075.8,-2340.85,88,120,809
2,20351.6,166244,-9.87E+03,90,449,5537
0,7107.44,6872,-2936,46,120,400
3,9063.67,25554.9,-3100.25,38,157,1519
4,8948.59,30331.9,-2048.31,28,132,1513
0,7233.48,11814,-3064,4,121,725
3,10407.4,48746.2,-3.30E+03,34,216,2677
0,15775,272396,-11567,218,386,10522
2,5120.61,2970.03,-1235.16,48,67,224
0,19991.6,332821,-12838,69,369,9818
0,9830.91,39579,-3987,38,182,1993
2,6285.85,7358.69,-1605.28,50,93,545
4,8301.92,26403.9,-2935.04,80,156,1521
0,10170.7,53420,-4262,6,191,2596
3,8394.69,9873.86,-2364.55,12,123,621
5,11694.8,53237.3,-4279.04,92,209,2534
2,3583.76,1328.17,-662.313,32,40,100
2,9207.28,9818.34,-2.76E+03,35,154,587
4,10512.9,34421.3,-4246.51,118,208,1691
4,13901,79332.7,-4.72E+03,45,272,3539
4,8065.18,20388.8,-3.24E+03,6,119,973
4,8999.73,12316,-2567.79,78,136,619
4,6887.39,3992.92,-2255.65,70,101,249
3,8792.97,17246.8,-2813.43,72,142,844
4,7583.38,26992.4,-3016.64,91,156,1521
0,6496.26,8463,-1578,11,117,553
0,7636.87,9368,-2372,28,106,553
2,16264.5,139893,-1.23E+04,90,449,5537
3,8966.23,23807.4,-2844.75,18,154,1252
3,6696.48,4973.95,-2093.84,51,107,346
0,6470.74,8372,-2215,9,105,580
3,13925,66674.1,-3.83E+03,49,224,2192
1,5213.6,4223.87,-1.53E+03,13,88,292
5,23122.9,279240,-9455.99,67,468,9276
3,8735.94,12233.8,-2451.14,79,128,693
4,10080.4,21030.8,-3309.42,81,163,1162
0,7782.16,6518,-2882,27,120,458
0,6836.19,6597,-2753,10,118,429
0,6251.57,2015,-2135,13,88,133
0,8267.39,21257,-5098,12,166,1261
0,5830.89,6473,-1965,13,97,454
0,14036.3,59502,-6391,53,282,2133
0,6541.84,5810,-2687,9,88,369
0,21731.2,449537,-11569,64,449,12507
4,2771.06,51.7653,-3.44E+02,92,33,5
4,5943.17,4399.57,-1182.79,19,72,340
2,5724.02,7567.61,-1872.21,77,104,457
5,8395.77,19475.7,-2.09E+02,21,119,973
4,25745.6,477467,-1.00E+04,52,483,15505
3,9095.83,27242.6,-2877.95,89,158,1403
4,15934,110185,-7.67E+03,49,322,4619
0,9203.42,14199,-3623,27,193,774
3,15676,116818,-5.81E+03,54,271,4426
5,11035.9,52719.7,-4349.52,91,209,2534
3,9629.54,39460.5,-2.17E+03,21,196,1885
2,3772.23,1455.05,-956.678,38,52,133
3,15339.3,115658,-5.16E+03,57,271,4426
2,8739.01,19942.3,-3477.52,84,163,1162
3,7856.64,16673.7,-2737.84,65,142,844
2,13374.6,50931.7,-5.66E+03,36,234,2464
0,10306.7,18710,-6895,121,203,938
0,17148.6,152394,-7286,40,345,5525
0,9137.27,16652,-1355,35,116,767
3,5158.15,3682.71,-712.981,8,51,132
0,8512.69,29000,-3899,39,202,1637
2,5336.7,4391.7,-8.62E+02,19,88,292
0,13734.5,101644,-7282,53,258,4710
4,5374.83,3305.22,-1083.21,39,71,249
1,11152.6,68899.9,-5466.62,147,247,3373
4,9573.29,12302,-2481.41,90,136,619
3,22006.2,412627,-8.41E+03,67,473,14125
3,9265.92,39015.3,-3.55E+03,22,196,1885
3,13505.4,49957.3,-4.00E+03,33,234,2464
0,7536,18370,-3568,67,138,977
3,24859.4,263467,-1.02E+04,68,540,8870
4,9688.71,25950.3,-3364.72,24,174,1415
0,7046.89,8051.06,-2378.74,12,109,546
3,14716.5,58843.8,-5.40E+03,34,215,2188
1,2271.71,51.4882,-6.67E+02,8,33,5
4,9790.87,27680.4,-2926.8,99,158,1403
3,11949.2,48448.3,3.80E+03,31,166,1414
3,17862.6,161520,2.24E+03,82,388,6290
3,14536.7,54081.8,-4.11E+03,40,215,2188
4,6976.37,14032,-2418.96,93,120,809
2,7464.85,9576.26,-2436.45,16,123,621
0,11563.2,45643,-6785.41,45,273,2061
3,6597.62,7644.06,-1647.9,69,104,457
4,11007.2,39602.9,-3884.41,28,193,2118
3,13184.3,49160.4,-2.81E+03,51,223,2059
0,8786.72,22538.6,-3794.4,113,168,1210
4,9250.03,27776.7,-3520.23,35,174,1415
1,9246.73,17321.3,-4193.81,35,183,931
2,5234.13,3475.47,-741.136,26,51,132
5,5750.41,1779.41,-1425.82,14,76,147
4,6763.19,4037.72,-2371.11,71,101,249
0,8528.01,29555,-3098,41,171,1465
4,9124.6,13700.2,-2899.21,15,148,729
4,9224.8,20473.4,-3515.7,102,163,1162
4,8236.11,30436.7,-2004.15,39,132,1513
2,7787.93,9556.38,-2.02E+03,43,154,587
4,11204.4,43904.3,-2.55E+03,23,196,1885
0,11699.7,26065,-4220,49,205,980
4,9737,32921.2,-3652.19,88,176,1922
2,12949.7,74374.4,-4.34E+03,24,249,3630
2,16656.8,164295,-7562.98,71,352,6744
0,10795.3,26759,-4841,51,194,1312
0,14036.1,167774,-6902,43,307,7203
0,14635.7,134450,-5623,57,357,5958
4,19248.4,161076,-1.06E+04,71,388,6290
0,15712.7,223021,-8267,68,359,8597
4,8037.22,10280.1,-2346.36,28,123,621
0,19195.2,139734,-10685,28,273,2610
2,4032.82,2180.87,-1013.2,28,54,165
0,11594.1,76018,-6502,61,260,3294
0,30150.6,835718,-14754,83,634,20638
0,8087.36,21649,-5202,23,148,1205
0,21889.1,181176,-8240,36,355,5126
0,12966.9,73230,-6851,179,283,3459
4,9335.19,12198.7,-2502.21,83,136,619
4,8250.11,4659.46,-2603.56,28,131,271
4,11200.8,51260.9,-4.50E+03,18,216,2677
4,5835,10973.4,-1952.84,25,102,764
2,12590.5,50977.3,-5.18E+03,36,234,2464
4,8392.77,20603.1,-3469.3,98,163,1162
4,8978.08,20290,-3557.28,91,163,1162
2,9905.66,10278.6,-2.50E+03,38,154,587
0,19416.5,225400,-9813,71,378,7096
2,3786.09,1430.1,-970.087,41,52,133
2,5065.53,4198.65,-8.17E+02,11,79,317
0,11563.2,18955,-3677,8,183,895
2,4014.91,2176.7,-1127.7,20,54,165
0,16311.4,216020,-8490,76,375,7582
4,11556.6,87819.6,-1.59E+03,20,220,3450
3,9412.21,52062.6,-2.65E+03,27,188,2599
0,13225.8,72614,-7054,39,252,2259
0,20226.9,213976,-10369,87,458,7466
4,9453.26,37938.9,-3672.28,50,180,2054
5,3728.95,2142.39,-554.223,9,43,161
4,14208.7,95165.4,-5458.11,53,294,4249
0,8049,15594,-4192,28,140,771
5,13647,96066.6,-5913.69,55,294,4249
4,5769.28,7186.24,-1618.15,47,93,545
3,11107.9,86447.4,-3.29E+03,20,220,3450
3,11333.5,114646,-4.96E+03,36,235,4905
0,11531.9,54310,-4786,79,216,2679
0,12779.2,67850,-5933,89,251,2827
1,3922.14,2188.49,-1181.03,20,54,165
0,15577.5,141482,-10038,97,346,5322
0,16741.2,61336,-7568,57,338,2329
4,9394.44,32587.4,-3681.88,83,176,1922
0,9713.35,24778,-5033,16,171,1209
2,6637.21,13234.3,-1564.4,18,96,804
3,13304.8,75350.4,-4.95E+03,43,264,3217
2,5204.76,4328.81,-1.26E+03,15,88,292
4,9511.74,26507.9,-3427.66,24,174,1415
0,9376.5,31445,-5167,13,178,1746
0,6069.9,3532,-2253,21,91,204
0,10447.9,27058,-3975,63,179,1211
4,13396.3,41963.3,-2.69E+03,49,234,1581
2,13268.8,58995.7,-4.36E+03,40,224,2192
4,9774.88,14423.7,-2739.35,23,148,729
4,5977.56,11316.8,-1864.34,18,102,764
5,8980.6,20405.6,-3497.41,91,163,1162
4,8531.16,25788,-1.58E+03,31,156,1364
0,10556.2,30070,-4387,28,184,1578
2,12605.5,74253.3,-4.40E+03,32,249,3630
4,14361.4,116344,-1.54E+03,44,235,4905
3,10207,85701.8,-4.40E+03,19,220,3450
0,9590.08,22703,-5147,98,178,1113
4,8263.19,11166.5,-3257.53,25,156,654
4,7229.54,4049.45,-2245.19,71,101,249
4,4121.1,4013.42,-1497.77,13,72,340
0,11277.6,43222,-4517,11,173,1414
2,6979.9,5241.15,-1.49E+03,7,79,292
2,5462.79,4349.97,-8.94E+02,17,88,292
5,15345.8,143508,-4.22E+03,54,315,5844
2,3817.84,2168.43,-1127.9,20,54,165
3,24052.1,280611,-1.25E+04,80,540,8870
4,7893.81,10907,-3411.79,34,156,654
0,5537.33,8946,-2618,40,102,689
0,20363.8,167977,-8604,187,374,5026
4,22212.6,515668,-11559.6,139,540,18067
2,17178.4,160863,-7538.61,83,352,6744
5,23255.4,280683,-7992.75,82,468,9276
0,18060.3,197832,-9019,64,388,7464
2,21592.2,410271,-1.05E+04,61,473,14125
4,3486.98,1399.41,-587.226,21,40,100
3,9639.56,51149.8,-3.84E+03,33,188,2599
4,8383.54,16585.1,-2798.12,82,142,844
0,21891.8,253713,-14229,79,484,8345
2,5724.24,7661.08,-1842.84,71,104,457
3,16341.2,173260,-6.96E+03,88,403,6746
4,14574.9,141452,-4.11E+03,48,315,5844
4,11862.1,40793.3,-3852.12,109,205,1751
4,9357.46,29263.8,-3407.09,31,179,1626
2,6498.34,11994.5,-1842.36,8,105,765
1,2992.76,50.8788,-3.18E+02,8,33,5
3,5611.04,7166.24,-1631.18,49,93,545
0,10369.1,28559.3,-2553.57,12,133,1027
4,6638.04,8392.86,-1.05E+03,27,102,516
0,5815.17,9151,-2388,13,98,650
3,6957.35,9201.49,-3202.33,18,138,554
4,10347.6,33669.2,-3452.07,85,176,1922
3,9635.05,26232.9,-3333.84,28,174,1415
0,18002.2,290568,-10453,71,466,10102
0,17305.8,171334,-2947,84,368,6522
1,2434.15,51.4555,-5.59E+02,8,33,5
0,16322.1,93216,-9195,75,376,3635
4,10051.2,33891.3,-3482.4,89,176,1922
5,13604.3,52369.8,-6090.45,52,288,2334
2,14791.7,140010,-5.03E+03,45,315,5844
0,8171.24,15980,-4727,63,166,980
2,12630.5,74799.7,-4.64E+03,19,249,3630
4,9380.02,27019.2,-2914.85,97,158,1403
0,11944.1,82419,-6162,41,298,3716
4,7829.81,12871.1,-2740.65,16,132,806
0,7159.51,24153,-3204,31,158,1361
1,11323.3,69274.4,-5286.67,145,247,3373
4,12591.8,55607.6,-3.61E+03,58,224,2192
5,13965.8,53062.2,-5927.01,59,288,2334
2,19047.4,149743,-8.45E+03,82,449,5537
3,24375.7,242797,-8.51E+03,96,537,8350
2,5381.92,4246.37,-1.26E+03,14,79,317
2,2344.5,50.5395,-6.43E+02,6,33,5
0,16748.3,185838,-7232,176,379,5975
2,4984.58,4300.76,-1.43E+03,11,79,317
5,13757.6,140767,-6127.81,164,308,6057
3,8406.26,13512.5,-2997.6,17,148,729
2,14746.7,59547.6,-6725.62,161,305,2610
0,9593.41,27348,-5422,86,191,1522
2,21760,412861,-9.28E+03,67,473,14125
3,14320.3,139595,-4.99E+03,39,315,5844
3,7062.94,14415.7,-2735.85,85,134,970
2,3845.73,1448.03,-1005.8,42,52,133
4,10416.6,57372.2,-3.64E+03,55,223,2822
3,4153.58,1913.79,-1061.48,6,63,166
4,14115.6,95079.3,-5670.42,50,294,4249
4,8018.96,13047.9,-2713.19,15,132,806
3,6857.27,5360.67,-2114.07,52,107,346
0,7409.61,16920,-2584,45,130,932
4,10393.8,26852.3,-3361.98,21,174,1415
5,9957.01,34845.2,-3726.84,90,176,1922
0,11010.5,38923,-3832,22,190,1870
3,13750.7,92062.8,-4.80E+03,62,254,3885
4,22496.3,518543,-11443.8,147,540,18067
4,5698.7,7128.14,-1670.7,52,93,545
0,5785.37,7613,-1976,4,93,486
1,5419.73,4233.34,-1.08E+03,14,88,292
4,9903.16,26128.4,-3381.03,25,174,1415
3,6810.85,13403.6,-1485.57,31,96,804
2,14771.5,58956,-6692.37,161,305,2610
0,15061.8,133784,-13648,76,391,5531
2,3865.97,1444.97,-980.562,37,52,133
3,6061.3,5005.46,-1.90E+03,8,79,292
5,8804.57,12014.2,-2346.29,75,128,693
3,9056.5,10080.5,-2.16E+03,35,154,587
5,23383.2,281461,-9141.09,91,468,9276
4,2243.22,59.2686,-7.40E+02,10,33,5
5,6556.03,7727.19,-1422.31,33,90,405
4,9929.7,12399.3,-2531.23,77,136,619
0,14702.9,101934,-9408,170,348,4438
3,5077.3,3028.08,-1169.94,38,71,249
5,12894.3,59511.3,-2.62E+03,67,223,2822
3,8144.05,10708.5,-2949.34,96,139,587
3,12502.1,114925,-2.56E+03,37,235,4905
0,8947.56,23763,-3870,42,184,1409
0,11593.5,55459,-5079,46,243,2605
3,5664.89,4274.62,-1475.72,122,88,318
1,5032.77,4250.53,-1.64E+03,14,88,292
0,12652.6,81162,-4287,45,263,3299
0,22791,521344,-10700,68,610,15699
0,14875.5,167346,-5778,98,323,6618
0,14111.6,82659,-7633,47,352,3803
5,9602.27,11305.7,-2610.36,84,139,587
1,2461.1,54.4479,-5.81E+02,8,33,5
0,7499.43,12417,-3644,25,129,845
2,6581.13,13283.2,-1552.86,18,96,804
0,15780.2,136299,-8626,192,362,5429
0,11457.7,48637,-6522,139,218,2466
4,11679.1,31376.3,-1.83E+03,38,166,1414
2,17227.2,165324,-7452.62,66,352,6744
4,9328.25,37653.6,-3810.79,46,180,2054
0,6737.62,13291,-2455,24,137,850
2,15409.4,117101,-5.31E+03,59,271,4426
5,23803.7,450538,-1.08E+04,47,483,15505
3,4165.22,2063.3,-1064.24,10,63,166
3,24844.8,473574,-1.21E+04,60,483,15505
4,9770.1,34373.8,-4491.85,131,208,1691
3,5348.69,3172.83,-1113.37,38,71,249
5,3817.8,1091.22,-771.314,21,51,102
2,16725.7,166118,-7416.65,72,352,6744
4,17177.5,193957,-8.54E+03,51,390,7459
4,14605,79443.5,-7371.13,70,320,3466
3,8616.65,9580.28,-2764.84,23,138,554
3,8443.81,12027.3,-2536.36,81,128,693
0,9698.23,37502,-4882,57,204,1935
3,9329.76,17087.5,-3916.6,76,172,973
4,9430.87,26547.6,-1.47E+03,24,166,1414
4,14485,110259,-7.26E+03,48,322,4619
0,5405.98,2476,-2410,6,82,184
4,9473.73,36738,-4.53E+03,37,196,1997
2,18507,161022,-6349.64,71,352,6744
2,14116.4,70825.7,-3.21E+03,67,224,2192
5,13026.8,78031.3,-5667.22,32,262,3211
0,7846.66,16384,-1691,20,127,973
4,11166.2,40163.5,-3847.12,29,193,2118
4,5700.95,3310.13,-1005.05,23,71,249
0,14556.2,93967,-6772,55,291,3802
3,21033.3,410506,-1.08E+04,63,473,14125
0,12919.2,69153,-7129,37,251,3131
0,14918.4,158995,-10866,140,327,6621
1,3871.9,2238.34,-1113.52,21,54,165
2,7966.41,9497.71,-3050.73,93,130,490
1,2525.12,51.5672,-6.88E+02,8,33,5
5,5990.59,2201.29,-1326.12,18,82,185
2,16307.8,163576,-7153.75,75,352,6744
3,13388.6,60626.6,-3.17E+03,42,247,2754
3,11954.5,31560.3,-3902.81,80,204,1692
4,14058.4,79023.2,-7356.85,64,320,3466
0,7824.71,6349,-4205,41,125,399
0,12695.5,96388,-7025,41,284,4071
2,16215,137469,-8.84E+03,83,449,5537
0,7685.07,12010,-4346,39,150,655
2,4815.92,2696.85,-1309.94,52,67,224
3,10834.7,85818.6,-2.60E+03,23,220,3450
3,14360.2,143436,-6156.5,164,308,6057
2,8024.39,9620.35,-3038.25,101,130,490
3,4973.97,3277.06,-1196.47,36,71,249
0,16031.2,200576,-9010,74,386,7345
5,9077.16,28719.3,-3344.34,38,179,1626
0,4988.65,3936,-1846,10,78,315
4,9739.57,28798.3,-2.27E+03,27,166,1414
4,9314.58,52028.7,-2.79E+03,22,188,2599
2,12958.5,74906.1,-4.01E+03,29,249,3630
0,14595.3,120076,-8354,46,323,4920
3,6341.04,4810.17,-2.10E+03,17,79,292
2,12082.8,56822.8,6.27E+02,50,224,2192
3,6731.36,10313.9,-3.11E+03,16,109,689
0,18691.3,375614,-15484,296,492,12664
4,8971,11296.2,-3093.65,35,156,654
3,22430.2,413501,-8.87E+03,69,473,14125
2,11091.7,113583,-4.69E+03,42,235,4905
4,10482.7,28076.8,-4048.94,76,214,1469
4,8250.03,4677.7,-2684.69,31,131,271
0,9293.42,14120,-4559,24,213,736
4,11713.7,87184.5,-2.50E+03,16,220,3450
0,19649,371626,-8177,49,443,11717
0,16281.5,165928,-8677,61,374,5435
0,10469.3,71968,-9358,26,241,3453
0,12923.9,85868,-10960,55,307,3717
3,8843.26,12215.3,-2612.67,87,128,693
0,15324.6,71119,-6723,77,286,2608
0,12543.1,54065,-5042,33,235,2398
3,18018.7,160931,-9.76E+03,76,388,6290
0,27653.6,540607,-9850,140,588,16047
3,2629.08,47.9959,-2.83E+02,96,33,5
2,6963.49,9343.07,-3218.36,16,138,554
4,5824.99,11188.6,-1875.06,22,102,764
2,21837,410381,-9.00E+03,57,473,14125
0,6342.39,3233,-1673,18,80,186
1,9429.64,17043.4,-3986.84,35,183,931
0,8232.92,17069,-2522,29,159,853
2,12583.5,114374,-3.32E+03,42,235,4905
4,5282.28,3029.92,-1115.62,34,67,224
2,8282.93,12161.8,-2572.74,86,128,693
4,13522.9,80517.3,-5.97E+03,55,272,3539
2,8173.79,11992.3,-2563.42,82,128,693
0,11569.5,54583,-4870,80,195,2596
2,12258.1,90788.3,-6.10E+03,51,254,3885
2,21120.5,410472,-9.37E+03,57,473,14125
3,7566.52,11630.4,-2756.84,77,128,693
3,9340.92,33045,-3581.49,87,176,1922
3,11002.4,44148.6,-3.50E+03,56,223,2059
0,26007.7,797757,-16135,76,601,20021
0,26509.4,641262,-14917,114,753,19047
4,7844.25,5588.57,-2.02E+03,28,86,205
3,16962.7,161572,-1.18E+04,69,388,6290
3,15667.9,80850,-3.22E+03,54,223,2059
